course_name,instructor,old_price,new_price,number_of_students,rating,sections,lectures,duration,category,tags,what_you_learn
"Cẩm nang PowerPoint 2016 dành cho giáo viên, giảng viên",Huỳnh Hoàng Voi,699.000,599.000,1581,4.6,7 phần,22 bài giảng,02 giờ 51 phút,tin học văn phòng,"PowerPoint, Thuyết trình","Giáo viên, giảng viên, HS,SV sẽ bớt thời gian thiết kế so với trước đây mà vẫn có được bài giảng đẳng cấp hơn rất nhiều. Bạn sẽ biết cách tự thiết kế một bài thuyết trình dạng trình chiếu rất chuyên nghiệp và theo ý muốn. Bạn sẽ có một khóa học ""mua 1 được mãi mãi"", giảng viên hỗ trợ mọi lúc, mọi nơi (miễn phí). Bạn sẽ được sở hữu kỹ năng sử dụng, thiết kế biến hóa phần mềm PowerPoint 2016 (rất nhiều người tin dùng). Bạn sẽ được hỗ trợ từ xa qua bởi giảng viên hoặc qua Kênh hỗ trợ học viên 24/24 - mạng xã hội Facebook, Zalo, YouTube. Bạn sẽ tự tin hơn khi có trong tay bài thuyết trình do chính bạn tạo ra theo ý muốn, thắng thế hơn các bài thuyết trình khác"
Trở thành chuyên gia Excel qua hơn 100 chuyên đề,Huỳnh Tấn Phước,700.000,449.000,480,4.9,10 phần,111 bài giảng,12 giờ 30 phút,tin học văn phòng,Excel,"Có được lượng kiến thức đầy đủ cả về việc xử lý hàm, và định dạng thống kê trong Excel.. Hoàn toàn tự tin phân tích được một dạng đề Excel. Biết khi nào nên dùng loại hàm nào để xử lý. Tự tay trang trí Bảng tính đẹp mắt như ý.. Tự tin vượt qua được các kỳ thi tin học chứng chỉ quốc gia. Tự tin xử lý công việc thực tế với những mẹo ghi nhớ đơn giản và dể hiểu.. Chủ động thời gian học tập, ôn tập kiến thức mọi lúc mọi nơi.. Tối ưu hiệu suất và hiệu quả công việc, nhanh chóng thăng tiến hơn so với đồng nghiệp khác"
Các mẹo Excel cơ bản dành cho kế toán,Phan Đắc Hoan,500.000,349.000,68,4.6,5 phần,42 bài giảng,02 giờ 53 phút,tin học văn phòng,"Excel, Kế Toán","Nắm được kiến thức về Excel một cách cơ bản, từ đó ứng dụng thông minh vào công việc kế toán. Nắm được các mẹo làm việc với Excel như phím tắt làm việc, thiết lập các công thức tính toán tự động mặc định, định dạng mặc định ngày tháng năm, sử dụng Word trong kế toán, .... Trở thành một người kế toán thực thụ, có những thao tác thuần thục nhanh gọn chuyên nghiệp.. Xử lý dữ liệu bảng chấm công, kho hàng, vật tư chi tiết, bài bản và đầy đủ. Nắm được các phương pháp định dạng dữ liệu, tránh sai lệch trong quá trình xử lý số liệu phát sinh từ những lỗi cơ bản.. Có những thao tác kiểm tra, đối chiếu, vận hành, xử lý số liệu chuyên nghiệp như một kế toán viên thực thụ"
Trở thành bậc thầy báo cáo với Excel,Triệu Tuấn Anh,600.000,499.000,2784,4.9,15 phần,50 bài giảng,03 giờ 39 phút,tin học văn phòng,Excel,"Được cung cấp kiến thức về Excel đầy đủ để làm được một bản báo cáo hoàn chỉnh, chính xác.. Thuần thục được nhiều tuyệt chiêu, kỹ thuật hay trong Excel,. Biết cách tư duy và ứng dụng trong công việc để tạo ra những báo cáo hay, trọng tâm, đẹp mắt và vi diệu bằng nhiều kỹ thuật và tuyệt chiêu.. Tự tay dễ dàng viết được các ứng dụng trên Excel cực kì hay, hữu ích và rất cần thiết cho người đi làm, giải quyết được rất nhiều vấn đề trong thực tiễn công việc gặp phải.. Tạo ra sự khác biệt với các bản báo cáo thông thường trên Excel khác. Tạo được thiện cảm và cái nhìn thu hút qua các bản báo cáo từ đồng nghiệp và cấp trên.. Nhanh chóng trở thành 1 chuyên gia báo cáo số liệu trên Excel chỉ trong thời gian ngắn."
Thiết kế trình chiếu chuyên nghiệp với Powerpoint 365,Đỗ Trung Thành,700.000,399.000,453,5.0,5 phần,51 bài giảng,05 giờ 12 phút,tin học văn phòng,PowerPoint,"Trang bị  các kiến thức từ cơ bản đến nâng cao với phần mềm Powerpoint 365 với đầy đủ các cập nhật mới nhất đến từ Microsoft. Trang bị các kỹ năng thiết kế chuyên nghiệp trên Powerpoint, các thiết kế trình chiếu đơn giản đến nâng cao, các hiệu ứng nâng cao, chuyên nghiệp,.... Khám phá những tính năng hay, các kiến thức về thiết kế trình chiếu trong PowerPoint 365 mà người dùng chưa biết.. Tiết kiệm rất nhiều thời gian tạo bài thuyết trình.. Nâng trình độ sử dụng PowerPoint 365 lên đẳng cấp mới.. Có các kỹ năng thiết kế chuyên nghiệp trên phần mềm  với những cập nhật mới nhất của Office 365 như hiệu ứng Morph, hiệu ứng Zoom, sử dụng các bộ icons vector, 3D models và những ý tưởng thiết kế Design ..."
Thành thạo bảng tính Excel 365 từ A - Z,Đỗ Trung Thành,700.000,399.000,176,5.0,5 phần,48 bài giảng,03 giờ 54 phút,tin học văn phòng,Excel,"Trang bị cho học viên đầy đủ các kiến thức từ cơ bản đến nâng cao về bảng tính Excel 365,. Các kỹ năng định dạng bảng tính, sử dụng các hàm phổ biến nhất cũng như những cập nhật mới nhất của Office 365.. Cung cấp cho học viên những thủ thuật hữu ích nhằm nâng cao hiệu quả làm việc với bảng tính Excel.. Học viên thành thạo tin học văn phòng sẽ có ưu thế và nổi bật hơn trong mắt các nhà tuyển dụng.. Tự tin làm chủ phần mềm Excel 365, góp phần nâng cao hiệu suất và hiệu quả công việc. Tự tin với khối lượng kiến thức lớn để thi chứng chỉ tin học văn phòng Excel đạt điểm tốt nhất"
Soạn thảo văn bản Word 365 từ cơ bản đến nâng cao,Đỗ Trung Thành,700.000,399.000,120,3.7,5 phần,50 bài giảng,04 giờ 17 phút,tin học văn phòng,Word,"Trang bị cho học viên các kiến thức từ cơ bản đến nâng cao với phần mềm Word 365 với những cập nhật mới nhất của Office 365.. Trang bị đầy đủ các kỹ năng về soạn thảo, định dạng văn bản,... các kỹ năng chèn các đối tượng vào văn bản với nhiều mục đích khác nhau.. Biết sử dụng nhuần nhuyễn các kĩ năng soạn thảo văn bản. Nắm được các chuẩn định dạng văn bản Việt Nam. Tự tin vận dụng kiến thực học được vào thực tế công việc.. Thành thạo các thao tác làm việc trên Word Office 365 ứng dụng hiệu quả và công việc"
Luyện Thi Mos Excel trên 950 điểm qua 8 chủ đề thực tế từ đề thi,Đặng Thanh Trúc,600.000,349.000,68,3.7,8 phần,39 bài giảng,04 giờ 31 phút,tin học văn phòng,Excel,"Toàn bộ kiến thức Excel để thi được chứng chỉ tin học MOS Excel. Cập nhật, bổ sung kiến thức lý thuyết và thực hành trong suốt bài giảng. Thành thạo các thao tác và kiến thức thông qua các bài giảng thực tế và các bài luyện đề thi bám sát nhất. Học trên ngôn ngữ Tiếng Anh (Giúp tăng cường vốn tiếng Anh đáng kể). Tự tin tham gia thi chứng chỉ MOS Excel với số điểm tốt nhất. Ứng dụng hiệu quả vào công việc thêm năng suất và nhanh chóng. Có tư duy và tự luyện các phiên bản cao hơn (Word 2013)"
"Excel - Làm việc tăng năng suất, luyện thi điểm tối đa",Phan Thanh Phong,500.000,349.000,15,4.8,7 phần,54 bài giảng,06 giờ 52 phút,tin học văn phòng,Excel,"Tạo lập, định dạng được dữ liệu, in ấn trên Excel.. Hiểu ý nghĩa, cách sử dụng, ghi nhớ các hàm tính toán hay sử dụng trong Excel.. Biết cách phân tích yêu cầu công việc và đề thi, chia nhỏ vấn đề để giải quyết đối với những yêu cầu phức tạp.. Vượt qua các kỳ thi liên quan đến Excel với kết quả cao nhất.. Dùng kiến thức học được để hướng dẫn cho bạn bè, người thân có nhu cầu giống bạn. Tự tin với vốn kiến thức đầy đủ về Excel để luyện thi với điểm tối đa. Tự tin làm việc tạo ấn tượng tốt với đồng nghiệp và nhà quản lý. Ứng dụng kiến thức Excel đã được học trong khóa học vào công việc thêm hiệu quả"
Kĩ năng xử lý bảng tính MOS - Excel 2016,Nguyễn Trần Thành,600.000,399.000,70,5.0,9 phần,52 bài giảng,04 giờ 45 phút,tin học văn phòng,Excel,"Nắm được các kiến thức lý thuyết và thao tác thực hành Excel 2016 một cách cụ thể chi tiết theo lộ trình. Biết cách sử dụng Excel 2016 thật nhuần nhuyễn. Biết cách ứng dụng bảng tính Excel vào công việc và học tập thật hiệu quả, năng suất và nhanh chóng.. Có kiến thức tốt để tự tin thi chứng chỉ quốc tế MOS đạt điểm cao. Tạo bước đệm chắc chắn để ứng dụng vào tối ưu công việc, từ đó có thể thăng tiến nhanh chóng hơn. Lộ trình học tập hiệu quả, ngắn gọn, đầy đủ chi tiết về Excel 2016 và ứng dụng vào công việc - học tập"
Phát triển toàn diện cho trẻ 0 - 6 tuổi,Hoàng Quý Tỉnh,600.000,299.000,3987,4.5,4 phần,33 bài giảng,04 giờ 44 phút,hôn nhân và gia đình,Nuôi dạy con,"Hiểu về sự phát triển thể chất, ngôn ngữ, tâm lý, tình cảm, trí tuệ của con bạn qua các giai đoạn.. Biết phải xử trí ra sao trước những tình huống rắc rối thường gặp khi nuôi dạy con. Cách giúp con có những kĩ năng sống cần thiết. Kiến thức chăm sóc, sơ cứu. Hểu rõ tâm lý tình cảm của trẻ ngay từ khi mới sinh ra cho đến giai đoạn thay đổi 3 tuổi, 6 tuổi. Giúp mọi người xung quanh ứng xử phù hợp, vì mục tiêu triệu trẻ Việt Nam trí tuệ và khỏe mạnh"
"Bento - Con ăn khỏe, cả nhà vui vẻ",Phan Sắc Cẩm Ly,600.000,199.000,329,4.5,4 phần,25 bài giảng,01 giờ 37 phút,hôn nhân và gia đình,Dinh dưỡng cho con,"Bạn sẽ biết cách làm những hộp cơm Bento dinh dưỡng, bắt mắt, hấp dẫn. Con bạn hứng thú hơn với bữa ăn, ăn nhiều hơn, ngon miệng hơn. Con bạn có thể cùng tham gia quá trình làm cơm Bento, để mỗi bữa ăn là một trải nghiệm vui vẻ, thú vị với bé. Thông qua cùng với mẹ làm cơm Bento, bạn giúp bé phát triển tính cách, sự năng động, biết cách giúp đỡ, hợp tác..."
Nuôi dạy con kiệt xuất theo phương pháp người Do Thái,Phạm Quỳnh Liên,800.000,199.000,561,4.7,5 phần,37 bài giảng,04 giờ 29 phút,hôn nhân và gia đình,"Nuôi dạy con, Đồng hành cùng con, Phương pháp dạy con","Sửa chữa, thay thế những sai lầm bằng phương pháp nuôi dạy con đúng đắn. Xây dựng con thành một đứa trẻ thành công, kiệt suất. Cho con tư duy, kiến thức nền tảng để mạnh mẽ bước vào đời. Giúp trẻ tự lập và thông minh hơn một cách tự nhiên. Cho con hạnh phúc và tự do. Cho con được là chính mình"
Dạy con phát triển toàn diện theo phương pháp Do Thái,Lê Thị Minh Hoa,800.000,299.000,275,4.7,7 phần,30 bài giảng,05 giờ 43 phút,hôn nhân và gia đình,Phương pháp dạy con,"Tầm quan trọng của việc giáo dục con cái đúng phương pháp. Giúp trẻ phát triển toàn diện và có tư duy thông mình ngay từ bé. Nhìn thấy được những hạn chế trong quá trình nuôi dạy con không hiệu quả của mình. Áp dụng được các phương pháp, bí quyết giáo dục trẻ thành công của người Do Thái"
Bí quyết giữ lửa hôn nhân và hạnh phúc gia đình,Lê Thị Minh Hoa,600.000,229.000,226,4.6,5 phần,30 bài giảng,05 giờ 54 phút,hôn nhân và gia đình,"Tình yêu, Hạnh phúc gia đình, Đời sống vợ chồng, Hôn nhân gia đình","Hiểu nhau để xây dựng hôn nhân hạnh phúc. Cách giải quyết mâu thuẫn và cảm thông cho đối phương. Bí quyết để xây dựng và giữ cho cuộc hôn nhân bền vững, hạnh phúc. Áp dụng vào cuộc sống của mình theo cách hiểu tâm lý"
"Bí quyết cho trẻ ăn dặm lớn nhanh, khỏe mạnh",Đào Ngọc Cường,700.000,299.000,81,4.7,2 phần,19 bài giảng,01 giờ 52 phút,hôn nhân và gia đình,"Ăn dặm, Dinh dưỡng cho con","Nắm được những kiến thức tổng quan về thời kỳ ăn dặm của trẻ, các dưỡng chất cần thiết cho trẻ ăn dặm. Biết cách phòng chống và xử lý những tình huống gây bệnh lý của trẻ trong giai đoạn ăn dặm. Tạo không khí vui vẻ khi ăn uống, tạo nếp ăn uống khoa học, tạo tính tự lập cho trẻ"
19 Tuyệt chiêu nuôi dạy con thành tài,Đào Ngọc Cường,800.000,299.000,635,4.7,6 phần,20 bài giảng,01 giờ 59 phút,hôn nhân và gia đình,Phương pháp dạy con,"Nắm được mấu chốt của việc nuôi dạy con đúng phương pháp. Có giải pháp giải quyết ngay tình trạng con mình đang gặp phải. Có định hướng cho tương lai con dựa vào năng lực và sở trường của con. Biết cách vận dụng dạy con mọi lúc mọi nơi thông qua các hoạt động hàng ngày. Có tầm nhìn xa để định hướng đúng đắn về nghề nghiệp của con sau này. Biết nắm bắt được chìa khóa để giúp con phát huy năng lực, sở trường, khắc phục hạn chế của con"
Học trang điểm cá nhân tại nhà,Tina Nguyễn,800.000,299.000,318,4.5,6 phần,41 bài giảng,04 giờ 43 phút,sức khoẻ và làm đẹp,Trang điểm,"Từ không biết gì về make-up, có thể trang điểm cho mình và người khác ngay sau 5 ngày. Chăm sóc da hoàn hảo để trang điểm đẹp nhất. Các bước trang điểm cá nhân cơ bản ngay tại nhà. Học make up cá nhân theo phong cách trang điểm tự nhiên, nhẹ nhàng phù hợp đi làm, đi chơi. Xu hướng trang điểm Thái Lan quyến rũ tông nâu cam đang được ưa chuộng. Cách trang điểm ngọt ngào cho cô nàng mắt 1 mí. Tạo khối V-line cho khuôn mặt thon gọn. Học make up khi mặc áo dài"
"25 Cách làm đẹp da, trắng sáng, trị mụn",Đỗ Minh Hà,600.000,299.000,1288,4.5,4 phần,32 bài giảng,03 giờ 05 phút,sức khoẻ và làm đẹp,Làm đẹp,"Hiểu được tầm quan trọng của việc chăm sóc đúng quy trình với làn da của bạn. Biết cách tự làm đẹp tại nhà đơn giản hiệu quả, không tốn thời gian. Nắm được kiến thức về làm đẹp, chăm sóc da, thẩm mỹ. Không cân lo lắng về tác dụng phụ của các loại hóa chất mỹ phẩm. Biết cách làm đẹp da, trị mụn từ nguyên liệu thiên nhiên. Biết cách sử dụng cách nguyên liệu tự nhiên phù hợp với làn da mang lại hiểu quả tốt nhất. Lựa chọn sản phẩm chăm sóc da phù hợp với da mặt"
"Yoga bầu - Mẹ khỏe mạnh, con an nhiên",Thu Mint,700.000,299.000,1401,4.6,5 phần,27 bài giảng,04 giờ 52 phút,sức khoẻ và làm đẹp,"Yoga, Yoga bầu","Phòng tránh các bệnh thường gặp ở bà bầu như chuột rút, đau lưng, đau cơ xương chậu.. Tăng cường sức khỏe sức đề kháng, làm mềm mại khớp háng, xương chậu giúp dễ sinh nở, tăng cường sức bền, sự dẻo dai.. Cách thả lỏng cơ thể để chuẩn bị tâm lý, giúp giảm đau và thoải mái hơn khi sinh nở.. Tránh phù nề, béo phì, tích tụ mỡ thừa trong quá trình mang thai, tăng cân quá nhiều trong quá trình mang thai.. Cách massage thư giãn cho bà bầu, giúp người chồng/người cha kết nối với người vợ/ người mẹ và con yêu sắp chào đời.. Điều chỉnh cảm xúc cho mẹ bầu giảm căng thẳng, hay tránh trầm cảm, lo âu , sợ hãi, và cô đơn."
Bí quyết giúp người cận thị 2 - 4 độ cải thiện thị lực,Nguyễn Thủy,1.000.000,299.000,337,4.9,16 phần,68 bài giảng,05 giờ 08 phút,sức khoẻ và làm đẹp,Sức khoẻ,"Nắm được thói quen sinh hoạt hàng ngày tốt cho mắt. Biết cách suy nghĩ và nói những điều tích cực cho đôi mắt. Biết nguyên nhân gây ra tật khúc xạ cho mắt và cách cải thiện. Biết cách làm cho đôi mặt linh hoạt và hết dại mắt. Sở hữu những cách đơn giản, đáng kinh ngạc để cải thiện thị lực. Lấy lại sự tự tin với đôi mắt khỏe đẹp một cách tự nhiên"
Bí mật Thiền ứng dụng thay đổi cuộc đời,Nguyễn Hiếu,700.000,279.000,6514,4.4,9 phần,25 bài giảng,07 giờ 53 phút,sức khoẻ và làm đẹp,"Yoga - Thiền, Giảm stress, Thiền","Giải tỏa căng thẳng, lo lắng, mang lại lợi ích tuyệt vời cho sức khỏe thể chất lẫn tinh thần. Giảm các cơn đau, đặc biệt tốt với những người bệnh huyết áp, tim mạch, nhiễm trùng. Xua tan những ý nghĩ tiêu cực, giữ tinh thần lạc quan, có cái nhìn tích cực về cuộc sống. Giữ trạng thái cân bằng trong cơ thể, giúp bạn làm chủ bản thân trong các tình huống. Giúp cải thiện giấc ngủ nhờ những bài học Thiền bổ ích"
Yoga tại nhà - Phòng ngừa và hỗ trợ điều trị xương khớp,Nguyễn Thị Ngọc Diễm,800.000,299.000,308,4.5,6 phần,32 bài giảng,01 giờ 16 phút,sức khoẻ và làm đẹp,Yoga,"Cải thiện tình trạng sức khỏe liên quan đến xương khớp. Giảm tình trạng nhức mỏi, đau khớp do những tác động khách quan. Tăng tuần hoàn máu, tinh thần bạn sẽ trở nên thư thái hơn, giảm stress. Khắc phục được chứng mất ngủ do căng thẳng, áp lực công việc. Giúp cơ thể trở nên dẻo dai và săn chắc tăng năng suất làm việc. Cảm thấy yêu đời và yêu cuộc sống hơn mỗi ngày"
Massage toàn thân - Phục hồi và Trị liệu,Bác sĩ Lê Hải,700.000,299.000,1554,4.5,4 phần,34 bài giảng,03 giờ 40 phút,sức khoẻ và làm đẹp,"Sức khoẻ, Massage - Trị liệu","Giảm căng cứng, giảm nhức mỏi, thư giãn cơ bắp. Tăng cường tuần hoàn máu toàn cơ thể. Giảm đau nửa đầu, đau các khớp. Tăng cường tính linh hoạt, cải thiện vận động. Hỗ trợ hồi phục hậu phẫu, các dạng chấn thương. Giảm trầm cảm, giải tỏa áp lực tâm lý. Tiêu trừ, thải độc tốt, tăng cường hệ miễn dịch, phòng ngừa bệnh tim mạnh, ung thư. Cải thiện làn da, giúp da mềm mại, săn chắc, tươi tắn, khỏe khoắn. Cải thiện sự dẻo dai của cơ bắp, tiêu trừ mỡ thừa, cho vóc dáng thon gọn. Cải thiện sắc tố da tươi tắn, đồng đều"
Yoga giảm eo giữ dáng,Nguyễn Hiếu,700.000,479.000,6682,4.1,14 phần,29 bài giảng,06 giờ 58 phút,sức khoẻ và làm đẹp,"Giảm cân, Yoga","Các tư thế yoga giảm eo giữ dáng sẽ giúp đánh tan mỡ bụng. Các bài tập yoga làm thon gọn vòng eo. Các bài tập tạo form toàn thân, tuần hoàn khí huyết. Cơ thể khỏe mạnh, vóc dáng chuẩn đẹp, vòng eo thon gọn, cuốn hút"
"Yoga tăng cường sinh lý, giãn cơ, giảm stress dành cho nam giới",Alex Vinh,600.000,499.000,381,4.9,6 phần,20 bài giảng,05 giờ 14 phút,sức khoẻ và làm đẹp,Yoga,"Hoàn thiện, sức mạnh, sức bền, độ dẻo.. Khỏe toàn diện về cả thân thể và tâm trí.. Giảm stress,tăng cường tình trạng sức khỏe, mạnh mẽ về tinh thần. Đảm bảo hạnh phúc gia đình, đời sống vợ chồng viên mãn. Giúp các triệu chứng về tiêu hoá, hệ hô hấp hệ tuần hoàn đều tiêu biến hết. Sức khoẻ, sinh lý được tăng cường"
"Yoga 30 ngày, con người mới - toàn diện trong ngoài",Alex Vinh,700.000,299.000,554,4.8,4 phần,30 bài giảng,05 giờ 28 phút,sức khoẻ và làm đẹp,Yoga,Giúp bạn hiểu sâu về cơ thể mình hơn. Tâm trí bạn sẽ trở nên sảng khoái và yêu đời hơn. Cải thiện sức khoẻ và cuộc sống cá nhân một cách sâu sắc. Trở thành một con người hoàn toàn mới
Yoga chữa bệnh trị liệu cho cột sống,Nguyễn Hiếu,700.000,299.000,3521,3.9,10 phần,20 bài giảng,04 giờ 56 phút,sức khoẻ và làm đẹp,"Yoga, Yoga trị liệu","Phòng và chữa các bệnh về đau cột sống, đốt sống cổ….. Hỗ trợ chưa trị các chứng bệnh về cột sống. Chế độ dinh dưỡng và luyện tập phù hợp. Xương khớp dẻo dai, cơ thể khỏe mạnh"
Nghệ thuật trang điểm cá nhân đẹp tự nhiên,Tân Nguyễn,700.000,299.000,3876,3.7,6 phần,28 bài giảng,00 giờ 56 phút,sức khoẻ và làm đẹp,Trang điểm,Không còn bối rối mỗi khi ra đường nên chọn phong cách nào cho phù hợp.. Tự mình trang điểm cho mình nổi bật hơn trong 1 bữa tiệc hay sự kiện. Không phải vất vả ngồi hàng giờ để chờ chuyên gia trang điểm giúp bạn.. Thay đổi các phong cách phù hợp bằng bí quyết của chuyên gia. Bắt kịp xu hướng trang điểm giúp bạn thời trang hơn. Bạn sẽ thay đổi chính mình khi học được cách biến hóa bản thân đến hoàn hảo
"Yoga cho Thân Khỏe, Tâm An",Milena Nguyễn,700.000,299.000,138,4.7,7 phần,31 bài giảng,03 giờ 57 phút,sức khoẻ và làm đẹp,Yoga,Cảm nhận chuyển biến tích cực về thể chất lẫn tinh thần. Làm việc hiệu quả và tận hưởng cuộc sống. Năng lượng dồi dào trong cơ thể. Tỉnh táo tâm trí. Cảm xúc tích cực. Kết nối với tiếng nói nội tại
36 Thế Yoga tăng cường sinh lý,Nguyễn Hiếu,700.000,299.000,321,4.9,7 phần,49 bài giảng,05 giờ 41 phút,sức khoẻ và làm đẹp,Yoga,Nắm được 36 thế Yoga giúp tăng cường sinh lý. Cải thiện hạnh phúc gia đình. Lấy lại cân bằng cho cuộc sống. Cải thiện sinh lý tự nhiên mà không cần thuốc. Đời sống hôn nhân trở nên viên mãn và thăng hoa hơn. Cơ thể được thanh lọc để trở nên linh loạt và quyến rũ hơn.
Massage dưỡng sinh Đầu - Vai - Gáy,Tina Đỗ,700.000,299.000,210,4.1,4 phần,24 bài giảng,01 giờ 13 phút,sức khoẻ và làm đẹp,"Sức khoẻ, Massage - Trị liệu","Nắm rõ kiến thức chuyên môn của phương pháp massage dưỡng sinh đầu- vai- gáy. Hiểu được giá trị thiết thực của Massage đầu – vai – gáy đối với đời sống sức khỏe. Nhanh chóng giải tỏa những áp lực, stress của công việc và cuộc sống.. Chi tiết động tác ấn trên các điểm năng lượng, trên các vùng cơ đầu, cổ, vai, gáy. Hiểu được thông điệp yêu thương, chia sẻ, sự đồng cảm với người khác qua từng kỹ thuật. Nghệ thuật của thông điệp yêu thương với người thân và giữa con người với con người"
Tập Yoga cơ bản ngay tại nhà với Nguyễn Hiếu,Nguyễn Hiếu,700.000,299.000,7138,4.2,17 phần,32 bài giảng,07 giờ 23 phút,sức khoẻ và làm đẹp,Yoga,"Sở hữu dáng đẹp eo thon như mong muốn. Rèn luyện tâm trí, an nhiên trong cuộc sống. Giải độc cơ thể, giảm stress hiệu quả. Tăng cường sức khỏe, đẩy lùi bệnh tật. Học online không cần đến phòng tập"
Docker cơ bản,Trần Anh Đức,350.000,229.000,188,3.9,6 phần,33 bài giảng,02 giờ 22 phút,công nghệ thông tin,Ngôn ngữ lập trình,Hiểu được các thành phần cấu thành nền tảng Docker. Hiểu được các khái niệm cốt lõi: container và image. Chạy và quản lý Docker container sử dụng image có sẵn. Thiết lập cấu hình mạng và chạy các container cùng mạng. Upload và download image từ DockerHub. Tự tạo image từ container và Dockerfile. Cấu hình và mount volume trên các container. Tăng hiệu suất phát triển phần mềm và giảm thiểu thời gian cấu hình
"Xây dựng Website Responsive với HTML5, CSS3",Bùi Quang Trung,800.000,299.000,235,4.2,14 phần,76 bài giảng,09 giờ 18 phút,công nghệ thông tin,"Thiết kế Web, Lập Trình Web, CSS","Kiến thức từ cơ bản đến nâng cao về xây dựng website responsive sử dung HTML5 và CSS3. Tự xây dựng website responsive tương tác nhiều thiết bị khác nhau. Nâng cao tay nghề, kiếm được công việc mới với mức hậu đãi tốt hơn. Làm chủ công nghệ xây dựng website, làm nền tảng để học những ngôn ngữ lập trình khác"
Lập trình Restful Webservice trong 6 tuần,Trần Duy Thanh,800.000,399.000,994,4.2,8 phần,53 bài giảng,16 giờ 48 phút,công nghệ thông tin,Ngôn ngữ lập trình,"Có được kiến thức toàn diện về lập trình RESTful .net Webservice. Có kiến thức sử dụng Microsoft SQL Server. Nắm rõ kỹ thuật tương tác dữ liệu giữa Di động Android với Webservice. Kỹ thuật tương tác dữ liệu giữa Desktop application, javaScript, AngularJS với Webservice"
Quản trị mạng Cisco CCNA,Nguyễn Trần Thành,500.000,299.000,522,4.4,4 phần,23 bài giảng,05 giờ 48 phút,công nghệ thông tin,Quản trị mạng,"Hiểu biết về nguyên lý hoạt động của hệ thống mạng. Kiến thức về mạng và mô hình mạng OSI-TCP/IP cơ bản. Quá trình định tuyến chuyển mạch và khắc phục lỗi hệ thống. Biết cách tự thiết kế, vận hành hệ thống mạng của doanh nghiệp vừa và nhỏ. Tự mình mở dịch vụ mạng cơ bản tại nhà sau khi hoàn thành khóa học. Được hỗ trợ học tập mọi lúc mọi nơi, hỗ trợ 24/7 không giới hạn lần học"
Lập trình Wordpress Theme cho doanh nghiệp cùng Bootstrap,Lê Anh Tuấn,900.000,299.000,326,4.3,3 phần,41 bài giảng,12 giờ 02 phút,công nghệ thông tin,Lập Trình Web,"Biết cách tự làm Wordpresss theme bản thân, doanh ngiệp hay khách hàng để tăng thu nhập. Tự tạo và làm chủ cho mình một Wordpress website cùng custom theme. Nắm được các thông tin và kiến thức cần thiết để bắt đầu sự nghiệp của một Wordpress Developer chuyên nghiệp. Update các bài học nâng cao như Theme Options, WP API, Ecommerce theme, Plugin, và các kiến thức mới miễn phí. Biết cách tích hợp Bootstrap. Tích hợp Portfolio cho theme"
Lập trình LinQ toàn tập,Trần Duy Thanh,700.000,399.000,810,4.7,9 phần,71 bài giảng,18 giờ 45 phút,công nghệ thông tin,Ngôn ngữ lập trình,"Có được kiến thức toàn diện nhất, bài bản nhất về ngôn ngữ lập trình C#. Nhanh chóng thành thạo các kiến thức và kỹ thuật xử lý vấn đề trong quá trình lập trình C#, fix lỗi, xử lý và kiểm soát biệt lệ, triển khai mô hình đa tầng phức tạp trong C#. Có khả năng phát triển phần mềm tương tác cơ sở dữ liệu bằng C#. Thành thạo LinQ: LinQ to Object, LinQ to SQL. Xây dựng được kiến trúc đa tầng trong C#. Là cơ sở để lập trình di động đa nền tảng với Xamarin"
ASP.NET và Xây dựng hoàn chỉnh ứng dụng website động,TRƯƠNG MINH TUẤN,800.000,299.000,202,4.5,11 phần,60 bài giảng,10 giờ 22 phút,công nghệ thông tin,"Ngôn ngữ lập trình, Lập Trình Web","Cung cấp cho bạn kiến thức nền tảng về ASP.NET WebForm.. Làm tiền đề cho bạn nếu muốn lập nghiệp và phát triển cơ hội bằng nền tảng .NET.. Tự tin xây dựng các ứng dụng website vừa, nhỏ và hệ thống ứng dụng WebPortal trong tương lai.. Tự tin ứng tuyển vào các Công ty đang làm về ASP.NET.. Có thêm các kiến thức về lập trình chuyên nghiệp.. Phát triển toàn diện sự nghiệp của các bạn muốn theo đuổi .NET."
Chế tạo cánh tay robot điều khiển bằng máy tính,Phan Hoàng Anh,900.000,299.000,155,5.0,9 phần,61 bài giảng,04 giờ 13 phút,công nghệ thông tin,Chế tạo robot,"Kiến thức cơ bản về Robotics, đặc biệt là cánh tay robot. Khả năng tự học, tự tìm hiểu khi muốn mở rộng với các thiết bị khác.. Áp dụng các kiến thức được học vào các mẫu cánh tay robot khác. Ứng dụng điều khiển các cánh tay robot trong thực tế cũng như trong công nghiệp. Kiến thức nền tảng trong truyền dẫn tín hiệu có dây và không dây từ máy tính. Biết cách xây dựng một phần mềm máy tính hoàn chỉnh để ứng dụng trong điều khiển robot. Có khả năng tìm hiểu về Robotics và các thuật toán Robot tự động, bán tự động và điều khiển. Chế tạo sản phẩm, tham gia các cuộc thi khoa học công nghệ trong nước và quốc tế"
